Tract ID,County,Estimate!!Total,Year
5033.12,Santa Clara,3926,2020
5033.13,Santa Clara,4421,2020
5033.15,Santa Clara,9243,2020
5033.21,Santa Clara,4732,2020
5033.22,Santa Clara,4990,2020
5033.23,Santa Clara,4051,2020
5033.24,Santa Clara,3583,2020
5033.25,Santa Clara,4625,2020
5033.26,Santa Clara,7743,2020
5033.27,Santa Clara,4849,2020
5033.29,Santa Clara,3855,2020
5033.30,Santa Clara,7163,2020
5033.31,Santa Clara,3748,2020
5033.32,Santa Clara,6528,2020
5033.33,Santa Clara,4717,2020
5033.36,Santa Clara,3444,2020
5033.37,Santa Clara,4186,2020
5033.38,Santa Clara,4381,2020
5033.39,Santa Clara,4011,2020
5034.01,Santa Clara,4741,2020
5034.02,Santa Clara,5114,2020
5035.04,Santa Clara,6603,2020
5035.06,Santa Clara,7011,2020
5035.07,Santa Clara,2558,2020
5035.08,Santa Clara,5896,2020
5035.09,Santa Clara,4763,2020
5035.10,Santa Clara,5345,2020
5035.11,Santa Clara,3522,2020
5036.01,Santa Clara,3451,2020
5036.02,Santa Clara,5444,2020
5037.03,Santa Clara,4393,2020
5037.07,Santa Clara,5543,2020
5037.08,Santa Clara,3024,2020
5037.09,Santa Clara,6179,2020
5037.10,Santa Clara,3455,2020
5037.11,Santa Clara,5344,2020
5037.12,Santa Clara,4745,2020
5037.13,Santa Clara,3352,2020
5038.02,Santa Clara,8141,2020
5038.03,Santa Clara,5174,2020
5038.04,Santa Clara,5209,2020
5039.02,Santa Clara,6088,2020
5039.03,Santa Clara,3390,2020
5040.01,Santa Clara,5307,2020
5040.02,Santa Clara,7203,2020
5041.01,Santa Clara,4814,2020
5041.02,Santa Clara,5751,2020
5042.01,Santa Clara,5534,2020
5042.02,Santa Clara,4040,2020
5043.07,Santa Clara,5840,2020
5043.08,Santa Clara,4637,2020
5043.11,Santa Clara,7547,2020
5043.14,Santa Clara,4978,2020
5043.15,Santa Clara,7097,2020
5043.16,Santa Clara,5513,2020
5043.17,Santa Clara,4100,2020
5043.18,Santa Clara,6840,2020
5043.19,Santa Clara,6799,2020
5043.20,Santa Clara,3002,2020
5043.21,Santa Clara,5766,2020
5043.22,Santa Clara,6058,2020
5043.23,Santa Clara,6191,2020
5044.10,Santa Clara,4593,2020
5044.11,Santa Clara,6097,2020
5044.12,Santa Clara,4956,2020
5044.13,Santa Clara,1969,2020
5044.14,Santa Clara,4547,2020
5044.15,Santa Clara,4922,2020
5044.16,Santa Clara,3827,2020
5044.18,Santa Clara,3817,2020
5044.21,Santa Clara,5707,2020
5044.22,Santa Clara,3259,2020
5044.23,Santa Clara,2149,2020
5044.24,Santa Clara,4972,2020
5045.05,Santa Clara,9319,2020
5045.06,Santa Clara,7047,2020
5045.07,Santa Clara,5871,2020
5045.08,Santa Clara,4185,2020
5045.09,Santa Clara,4094,2020
5045.10,Santa Clara,3769,2020
5046.01,Santa Clara,1065,2020
5046.02,Santa Clara,2257,2020
5047,Santa Clara,518,2020
5048.02,Santa Clara,5165,2020
5048.05,Santa Clara,7249,2020
5048.06,Santa Clara,2972,2020
5048.07,Santa Clara,5640,2020
5048.08,Santa Clara,2023,2020
5049.02,Santa Clara,4709,2020
5049.03,Santa Clara,4735,2020
5050.06,Santa Clara,12242,2020
5050.07,Santa Clara,4397,2020
5050.10,Santa Clara,4400,2020
5050.11,Santa Clara,5436,2020
5050.12,Santa Clara,2547,2020
5050.13,Santa Clara,5602,2020
5050.14,Santa Clara,5940,2020
5050.15,Santa Clara,5149,2020
5051,Santa Clara,4093,2020
5052.02,Santa Clara,6998,2020
5052.03,Santa Clara,5909,2020
5053.01,Santa Clara,4548,2020
5053.02,Santa Clara,4345,2020
5053.03,Santa Clara,6414,2020
5053.04,Santa Clara,3559,2020
5053.05,Santa Clara,5831,2020
5054.01,Santa Clara,6799,2020
5054.02,Santa Clara,2992,2020
5054.03,Santa Clara,8775,2020
5055,Santa Clara,4392,2020
5056,Santa Clara,4623,2020
5057,Santa Clara,6389,2020
5058,Santa Clara,4457,2020
5059.01,Santa Clara,3668,2020
5059.02,Santa Clara,3789,2020
5060,Santa Clara,4815,2020
5061.01,Santa Clara,4175,2020
5061.02,Santa Clara,4295,2020
5061.03,Santa Clara,5255,2020
5062.02,Santa Clara,8586,2020
5062.03,Santa Clara,6416,2020
5062.04,Santa Clara,5275,2020
5063.01,Santa Clara,5342,2020
5063.02,Santa Clara,6349,2020
5063.04,Santa Clara,6240,2020
5063.05,Santa Clara,6599,2020
5064.01,Santa Clara,4781,2020
5064.02,Santa Clara,5714,2020
5065.02,Santa Clara,4199,2020
5065.03,Santa Clara,6066,2020
5065.04,Santa Clara,2856,2020
5065.05,Santa Clara,4894,2020
5066.01,Santa Clara,4122,2020
5066.03,Santa Clara,4277,2020
5066.04,Santa Clara,7343,2020
5066.05,Santa Clara,4558,2020
5066.06,Santa Clara,5004,2020
5067.01,Santa Clara,4177,2020
5067.02,Santa Clara,6185,2020
5067.03,Santa Clara,3480,2020
5068.01,Santa Clara,5656,2020
5068.02,Santa Clara,5897,2020
5068.03,Santa Clara,7146,2020
5068.04,Santa Clara,4459,2020
5069,Santa Clara,7720,2020
5070.02,Santa Clara,3429,2020
5070.03,Santa Clara,3088,2020
5070.04,Santa Clara,3459,2020
5071,Santa Clara,3159,2020
5072.03,Santa Clara,3062,2020
5072.05,Santa Clara,4651,2020
5072.06,Santa Clara,2586,2020
5073.01,Santa Clara,6883,2020
5073.02,Santa Clara,2846,2020
5074.01,Santa Clara,5869,2020
5074.02,Santa Clara,3996,2020
5075,Santa Clara,5856,2020
5076,Santa Clara,5888,2020
5077.01,Santa Clara,3296,2020
5077.02,Santa Clara,6993,2020
5077.04,Santa Clara,3352,2020
5077.05,Santa Clara,4270,2020
5078.05,Santa Clara,5005,2020
5078.06,Santa Clara,6012,2020
5078.07,Santa Clara,3557,2020
5078.08,Santa Clara,5680,2020
5079.03,Santa Clara,5684,2020
5079.04,Santa Clara,3221,2020
5079.05,Santa Clara,5339,2020
5079.06,Santa Clara,4386,2020
5080.03,Santa Clara,2521,2020
5080.04,Santa Clara,5954,2020
5080.05,Santa Clara,3562,2020
5080.06,Santa Clara,3838,2020
5081.01,Santa Clara,6786,2020
5081.02,Santa Clara,3185,2020
5082.03,Santa Clara,5820,2020
5082.04,Santa Clara,4704,2020
5082.05,Santa Clara,3663,2020
5082.06,Santa Clara,3704,2020
5083.01,Santa Clara,4587,2020
5083.03,Santa Clara,2534,2020
5083.05,Santa Clara,5623,2020
5083.06,Santa Clara,3019,2020
5084.01,Santa Clara,7695,2020
5084.03,Santa Clara,3084,2020
5084.04,Santa Clara,6352,2020
5085.03,Santa Clara,6235,2020
5085.05,Santa Clara,4998,2020
5085.07,Santa Clara,3230,2020
5085.08,Santa Clara,5660,2020
5085.09,Santa Clara,4318,2020
5085.10,Santa Clara,3782,2020
5086.01,Santa Clara,3762,2020
5086.02,Santa Clara,5153,2020
5087.05,Santa Clara,4031,2020
5087.06,Santa Clara,4196,2020
5087.07,Santa Clara,4144,2020
5087.08,Santa Clara,3880,2020
5088,Santa Clara,3850,2020
5089,Santa Clara,5324,2020
5090.01,Santa Clara,2696,2020
5090.02,Santa Clara,4424,2020
5091.02,Santa Clara,4888,2020
5091.06,Santa Clara,4067,2020
5091.07,Santa Clara,4969,2020
5091.08,Santa Clara,4146,2020
5091.09,Santa Clara,5885,2020
5091.10,Santa Clara,3012,2020
5091.11,Santa Clara,3659,2020
5092.01,Santa Clara,5979,2020
5092.02,Santa Clara,4429,2020
5093.02,Santa Clara,3549,2020
5093.03,Santa Clara,3699,2020
5093.04,Santa Clara,3197,2020
5094.01,Santa Clara,3994,2020
5094.03,Santa Clara,5534,2020
5094.04,Santa Clara,6398,2020
5095,Santa Clara,5321,2020
5096,Santa Clara,3562,2020
5097,Santa Clara,3087,2020
5098.01,Santa Clara,5489,2020
5098.02,Santa Clara,3056,2020
5099.01,Santa Clara,2294,2020
5099.02,Santa Clara,4925,2020
5100.01,Santa Clara,6264,2020
5100.02,Santa Clara,3827,2020
5101,Santa Clara,2989,2020
5102,Santa Clara,4699,2020
5103,Santa Clara,4307,2020
5104,Santa Clara,3875,2020
5105,Santa Clara,4438,2020
5106,Santa Clara,5663,2020
5107,Santa Clara,5169,2020
5108.01,Santa Clara,5837,2020
5108.02,Santa Clara,2061,2020
5108.03,Santa Clara,3259,2020
5109,Santa Clara,5392,2020
5110,Santa Clara,6630,2020
5111,Santa Clara,5610,2020
5112,Santa Clara,4978,2020
5113.01,Santa Clara,4228,2020
5113.02,Santa Clara,3943,2020
5114,Santa Clara,3496,2020
5115.01,Santa Clara,4738,2020
5115.02,Santa Clara,3178,2020
5116.08,Santa Clara,3326,2020
5116.09,Santa Clara,3473,2020
5117.01,Santa Clara,4249,2020
5117.02,Santa Clara,2649,2020
5117.04,Santa Clara,4585,2020
5117.05,Santa Clara,1600,2020
5117.07,Santa Clara,2955,2020
5118,Santa Clara,4360,2020
5119.05,Santa Clara,2959,2020
5119.07,Santa Clara,4303,2020
5119.10,Santa Clara,3106,2020
5119.11,Santa Clara,4893,2020
5119.12,Santa Clara,5749,2020
5119.13,Santa Clara,4288,2020
5119.14,Santa Clara,6393,2020
5119.15,Santa Clara,4066,2020
5119.16,Santa Clara,4634,2020
5119.17,Santa Clara,4163,2020
5119.18,Santa Clara,3200,2020
5120.01,Santa Clara,6099,2020
5120.05,Santa Clara,6965,2020
5120.19,Santa Clara,4789,2020
5120.21,Santa Clara,6448,2020
5120.22,Santa Clara,6355,2020
5120.23,Santa Clara,5583,2020
5120.24,Santa Clara,5286,2020
5120.25,Santa Clara,3029,2020
5120.26,Santa Clara,3865,2020
5120.27,Santa Clara,4552,2020
5120.29,Santa Clara,8204,2020
5120.30,Santa Clara,3167,2020
5120.31,Santa Clara,4443,2020
5120.32,Santa Clara,2899,2020
5120.34,Santa Clara,2901,2020
5120.35,Santa Clara,4985,2020
5120.36,Santa Clara,4713,2020
5120.37,Santa Clara,3099,2020
5120.38,Santa Clara,3308,2020
5120.39,Santa Clara,6439,2020
5120.42,Santa Clara,3115,2020
5120.43,Santa Clara,5967,2020
5120.45,Santa Clara,5217,2020
5120.47,Santa Clara,5843,2020
5120.52,Santa Clara,4011,2020
5120.53,Santa Clara,4894,2020
5120.54,Santa Clara,4258,2020
5120.55,Santa Clara,3746,2020
5120.56,Santa Clara,4102,2020
5120.57,Santa Clara,4116,2020
5120.58,Santa Clara,4337,2020
5120.59,Santa Clara,6975,2020
5121,Santa Clara,1468,2020
5122,Santa Clara,3837,2020
5123.05,Santa Clara,4555,2020
5123.07,Santa Clara,7151,2020
5123.08,Santa Clara,8661,2020
5123.09,Santa Clara,5102,2020
5123.10,Santa Clara,5328,2020
5123.11,Santa Clara,3931,2020
5123.12,Santa Clara,3649,2020
5123.13,Santa Clara,3627,2020
5123.14,Santa Clara,7070,2020
5124.01,Santa Clara,4542,2020
5124.02,Santa Clara,5344,2020
5125.05,Santa Clara,7856,2020
5125.09,Santa Clara,7176,2020
5125.10,Santa Clara,6790,2020
5125.11,Santa Clara,4020,2020
5125.12,Santa Clara,3650,2020
5125.13,Santa Clara,3860,2020
5125.14,Santa Clara,3005,2020
5125.15,Santa Clara,4805,2020
5125.16,Santa Clara,4229,2020
5126.02,Santa Clara,2696,2020
5126.03,Santa Clara,4176,2020
5126.04,Santa Clara,4536,2020
5130,Santa Clara,9696,2020
5135,Santa Clara,1225,2020
2501.03,Solano,4221,2020
2501.04,Solano,2132,2020
2501.05,Solano,6983,2020
2501.06,Solano,3726,2020
2502,Solano,4195,2020
2503,Solano,3122,2020
2504,Solano,2733,2020
2505.01,Solano,2424,2020
2505.02,Solano,3593,2020
2506.01,Solano,5138,2020
2506.04,Solano,4234,2020
2506.05,Solano,3762,2020
2507.01,Solano,3667,2020
2508.01,Solano,4164,2020
2509,Solano,2787,2020
2510,Solano,2636,2020
2511,Solano,3150,2020
2512,Solano,3713,2020
2513,Solano,3115,2020
2514,Solano,5686,2020
2515,Solano,3973,2020
2516,Solano,2482,2020
2517.01,Solano,3002,2020
2517.02,Solano,2579,2020
2518.02,Solano,2965,2020
2518.03,Solano,4799,2020
2518.04,Solano,2969,2020
2519.01,Solano,5200,2020
2519.02,Solano,5687,2020
2519.03,Solano,5983,2020
2520,Solano,5023,2020
2521.02,Solano,4292,2020
2521.03,Solano,6032,2020
2521.04,Solano,5681,2020
2521.05,Solano,3133,2020
2521.06,Solano,4352,2020
2521.07,Solano,3587,2020
2521.08,Solano,3075,2020
2522.03,Solano,3811,2020
2522.04,Solano,5220,2020
2522.05,Solano,7578,2020
2522.06,Solano,5730,2020
2523.05,Solano,5574,2020
2523.06,Solano,2883,2020
2523.10,Solano,2856,2020
2523.11,Solano,4129,2020
2523.12,Solano,3762,2020
2523.13,Solano,5436,2020
2523.14,Solano,4344,2020
2523.15,Solano,3752,2020
2523.16,Solano,3670,2020
2523.17,Solano,12270,2020
2524.01,Solano,4703,2020
2524.02,Solano,5738,2020
2525.01,Solano,2961,2020
2525.02,Solano,1725,2020
2526.04,Solano,3937,2020
2526.05,Solano,6014,2020
2526.06,Solano,6032,2020
2526.07,Solano,3935,2020
2526.08,Solano,5115,2020
2526.10,Solano,2767,2020
2526.11,Solano,3910,2020
2527.02,Solano,7328,2020
2527.03,Solano,4072,2020
2527.04,Solano,5162,2020
2527.05,Solano,5924,2020
2527.06,Solano,3987,2020
2527.07,Solano,5126,2020
2528.01,Solano,2601,2020
2528.02,Solano,805,2020
2529.03,Solano,4363,2020
2529.04,Solano,7898,2020
2529.08,Solano,3941,2020
2529.09,Solano,4078,2020
2529.10,Solano,5093,2020
2529.11,Solano,5395,2020
2529.12,Solano,5355,2020
2529.13,Solano,4396,2020
2529.14,Solano,6067,2020
2529.15,Solano,6096,2020
2530,Solano,6896,2020
2531.01,Solano,4870,2020
2531.05,Solano,6855,2020
2531.06,Solano,3795,2020
2531.07,Solano,5656,2020
2531.08,Solano,4457,2020
2532.01,Solano,5219,2020
2532.03,Solano,3778,2020
2532.05,Solano,3092,2020
2532.06,Solano,3540,2020
2532.07,Solano,2494,2020
2532.08,Solano,4616,2020
2533,Solano,2964,2020
2534.02,Solano,8274,2020
2534.03,Solano,5255,2020
2534.04,Solano,6889,2020
2535.01,Solano,5718,2020
2535.02,Solano,4636,2020
9800,Solano,0,2020
1501,Sonoma,2560,2020
1502.03,Sonoma,4866,2020
1502.04,Sonoma,4024,2020
1502.05,Sonoma,3968,2020
1502.06,Sonoma,1544,2020
1503.03,Sonoma,4205,2020
1503.04,Sonoma,5641,2020
1503.05,Sonoma,5858,2020
1503.06,Sonoma,4243,2020
1505.01,Sonoma,2962,2020
1505.02,Sonoma,1372,2020
1506.01,Sonoma,3943,2020
1506.02,Sonoma,4934,2020
1506.03,Sonoma,7312,2020
1506.07,Sonoma,4538,2020
1506.09,Sonoma,5421,2020
1506.10,Sonoma,3976,2020
1506.11,Sonoma,4338,2020
1506.12,Sonoma,5090,2020
1507.01,Sonoma,5053,2020
1507.02,Sonoma,4708,2020
1508,Sonoma,5101,2020
1509.01,Sonoma,5272,2020
1509.02,Sonoma,3487,2020
1510,Sonoma,3773,2020
1511,Sonoma,5578,2020
1512.03,Sonoma,4623,2020
1512.04,Sonoma,2758,2020
1512.05,Sonoma,2596,2020
1512.06,Sonoma,4942,2020
1513.01,Sonoma,4245,2020
1513.05,Sonoma,6560,2020
1513.06,Sonoma,3724,2020
1513.07,Sonoma,5542,2020
1513.08,Sonoma,4951,2020
1513.09,Sonoma,5345,2020
1513.10,Sonoma,5567,2020
1513.11,Sonoma,6422,2020
1514.03,Sonoma,4853,2020
1514.04,Sonoma,3238,2020
1514.05,Sonoma,6646,2020
1514.06,Sonoma,3519,2020
1515.03,Sonoma,3000,2020
1515.04,Sonoma,4186,2020
1515.05,Sonoma,1364,2020
1515.06,Sonoma,5929,2020
1516.01,Sonoma,2800,2020
1516.02,Sonoma,3149,2020
1517.01,Sonoma,3711,2020
1517.02,Sonoma,4228,2020
1518,Sonoma,4752,2020
1519,Sonoma,3042,2020
1520,Sonoma,2145,2020
1521,Sonoma,3058,2020
1522.01,Sonoma,4160,2020
1522.03,Sonoma,3161,2020
1522.04,Sonoma,3970,2020
1522.05,Sonoma,2031,2020
1523,Sonoma,4208,2020
1524.01,Sonoma,4547,2020
1524.02,Sonoma,3010,2020
1525.01,Sonoma,3969,2020
1525.02,Sonoma,4151,2020
1526.01,Sonoma,6876,2020
1526.02,Sonoma,1179,2020
1527.01,Sonoma,4895,2020
1527.02,Sonoma,4994,2020
1528.01,Sonoma,4617,2020
1528.03,Sonoma,4469,2020
1528.04,Sonoma,3177,2020
1529.03,Sonoma,5046,2020
1529.04,Sonoma,5533,2020
1529.05,Sonoma,4127,2020
1529.06,Sonoma,6110,2020
1530.01,Sonoma,6743,2020
1530.02,Sonoma,7055,2020
1530.03,Sonoma,5777,2020
1530.05,Sonoma,7111,2020
1530.06,Sonoma,8052,2020
1531.02,Sonoma,6068,2020
1531.03,Sonoma,4476,2020
1531.04,Sonoma,3666,2020
1532.01,Sonoma,4201,2020
1532.02,Sonoma,4649,2020
1533.01,Sonoma,6834,2020
1533.02,Sonoma,6029,2020
1534.03,Sonoma,3885,2020
1534.04,Sonoma,3729,2020
1534.05,Sonoma,3820,2020
1534.06,Sonoma,2701,2020
1535.01,Sonoma,4633,2020
1535.02,Sonoma,3914,2020
1536.01,Sonoma,1899,2020
1536.02,Sonoma,3649,2020
1537.05,Sonoma,3747,2020
1537.07,Sonoma,1642,2020
1537.08,Sonoma,1943,2020
1537.09,Sonoma,1566,2020
1537.10,Sonoma,2306,2020
1537.11,Sonoma,2883,2020
1537.12,Sonoma,2093,2020
1538.04,Sonoma,3819,2020
1538.06,Sonoma,2923,2020
1538.07,Sonoma,3941,2020
1538.08,Sonoma,4407,2020
1538.09,Sonoma,4758,2020
1538.10,Sonoma,3750,2020
1538.11,Sonoma,5571,2020
1539.02,Sonoma,4580,2020
1539.03,Sonoma,3885,2020
1539.04,Sonoma,1793,2020
1539.05,Sonoma,3596,2020
1540,Sonoma,2443,2020
1541,Sonoma,3686,2020
1542.01,Sonoma,3787,2020
1542.02,Sonoma,6255,2020
1543.04,Sonoma,2327,2020
1543.05,Sonoma,2259,2020
1543.06,Sonoma,1562,2020
1543.07,Sonoma,684,2020
1543.08,Sonoma,812,2020
9901,Sonoma,0,2020
4001,Alameda,2451,2011
4002,Alameda,2103,2011
4003,Alameda,5088,2011
4004,Alameda,3943,2011
4005,Alameda,3481,2011
4006,Alameda,1707,2011
4007,Alameda,4077,2011
4008,Alameda,3021,2011
4009,Alameda,2444,2011
4010,Alameda,5053,2011
4011,Alameda,4145,2011
4012,Alameda,2446,2011
4013,Alameda,3521,2011
4014,Alameda,3729,2011
4015,Alameda,1702,2011
4016,Alameda,2065,2011
4017,Alameda,2483,2011
4018,Alameda,1528,2011
4022,Alameda,2161,2011
4024,Alameda,2442,2011
4025,Alameda,1991,2011
4026,Alameda,899,2011
4027,Alameda,1490,2011
4028,Alameda,2400,2011
4029,Alameda,1163,2011
4030,Alameda,2267,2011
4031,Alameda,1420,2011
4033,Alameda,4061,2011
4034,Alameda,4395,2011
4035.01,Alameda,4893,2011
4035.02,Alameda,1991,2011
4036,Alameda,4835,2011
4037.01,Alameda,2506,2011
4037.02,Alameda,1897,2011
4038,Alameda,3657,2011
4039,Alameda,3916,2011
4040,Alameda,2623,2011
4041.01,Alameda,2912,2011
4041.02,Alameda,2482,2011
4042,Alameda,3402,2011
4043,Alameda,3216,2011
4044,Alameda,5255,2011
4045.01,Alameda,1719,2011
4045.02,Alameda,5915,2011
4046,Alameda,4449,2011
4047,Alameda,2038,2011
4048,Alameda,2637,2011
4049,Alameda,4556,2011
4050,Alameda,3275,2011
4051,Alameda,4261,2011
4052,Alameda,4522,2011
4053.01,Alameda,2660,2011
4053.02,Alameda,2703,2011
4054.01,Alameda,3823,2011
4054.02,Alameda,2559,2011
4055,Alameda,3627,2011
4056,Alameda,3083,2011
4057,Alameda,3039,2011
4058,Alameda,3962,2011
4059.01,Alameda,3524,2011
4059.02,Alameda,3309,2011
4060,Alameda,3299,2011
4061,Alameda,3789,2011
4062.01,Alameda,5205,2011
4062.02,Alameda,4227,2011
4063,Alameda,4210,2011
4064,Alameda,2448,2011
4065,Alameda,5776,2011
4066.01,Alameda,4662,2011
4066.02,Alameda,2273,2011
4067,Alameda,5084,2011
4068,Alameda,3538,2011
4069,Alameda,3883,2011
4070,Alameda,6000,2011
4071.01,Alameda,3715,2011
4071.02,Alameda,4019,2011
4072,Alameda,5984,2011
4073,Alameda,2768,2011
4074,Alameda,4129,2011
4075,Alameda,3286,2011
4076,Alameda,6403,2011
4077,Alameda,4210,2011
4078,Alameda,2637,2011
4079,Alameda,2672,2011
4080,Alameda,2622,2011
4081,Alameda,5767,2011
4082,Alameda,3865,2011
4083,Alameda,4952,2011
4084,Alameda,3574,2011
4085,Alameda,5198,2011
4086,Alameda,5653,2011
4087,Alameda,6449,2011
4088,Alameda,5408,2011
4089,Alameda,3251,2011
4090,Alameda,3839,2011
4091,Alameda,2450,2011
4092,Alameda,2890,2011
4093,Alameda,5574,2011
4094,Alameda,4498,2011
4095,Alameda,3474,2011
4096,Alameda,5559,2011
4097,Alameda,4683,2011
4098,Alameda,2955,2011
4099,Alameda,3231,2011
4100,Alameda,2857,2011
4101,Alameda,2969,2011
4102,Alameda,3131,2011
4103,Alameda,4239,2011
4104,Alameda,4242,2011
4105,Alameda,2452,2011
4201,Alameda,2392,2011
4202,Alameda,2952,2011
4203,Alameda,4451,2011
4204,Alameda,3220,2011
4205,Alameda,2167,2011
4206,Alameda,3035,2011
4211,Alameda,2192,2011
4212,Alameda,3669,2011
4213,Alameda,3955,2011
4214,Alameda,1707,2011
4215,Alameda,3810,2011
4216,Alameda,3541,2011
4217,Alameda,3917,2011
4218,Alameda,2085,2011
4219,Alameda,3569,2011
4220,Alameda,1409,2011
4221,Alameda,2268,2011
4222,Alameda,3014,2011
4223,Alameda,3514,2011
4224,Alameda,4623,2011
4225,Alameda,4254,2011
4226,Alameda,1128,2011
4227,Alameda,4101,2011
4228,Alameda,6741,2011
4229,Alameda,3779,2011
4230,Alameda,5118,2011
4231,Alameda,3889,2011
4232,Alameda,2864,2011
4233,Alameda,3783,2011
4234,Alameda,4350,2011
4235,Alameda,3431,2011
4236.01,Alameda,2632,2011
4236.02,Alameda,5919,2011
4237,Alameda,3562,2011
4238,Alameda,2895,2011
4239.01,Alameda,1804,2011
4239.02,Alameda,1497,2011
4240.01,Alameda,3777,2011
4240.02,Alameda,2211,2011
4251.01,Alameda,2037,2011
4251.02,Alameda,2138,2011
4251.03,Alameda,2411,2011
4251.04,Alameda,3112,2011
4261,Alameda,5959,2011
4262,Alameda,4681,2011
4271,Alameda,3480,2011
4272,Alameda,4376,2011
4273,Alameda,4553,2011
4276,Alameda,4607,2011
4277,Alameda,4850,2011
4278,Alameda,4655,2011
4279,Alameda,4544,2011
4280,Alameda,3257,2011
4281,Alameda,4506,2011
4282,Alameda,6608,2011
4283.01,Alameda,6165,2011
4283.02,Alameda,6975,2011
4284,Alameda,4604,2011
4285,Alameda,3366,2011
4286,Alameda,3090,2011
4287,Alameda,3603,2011
4301.01,Alameda,6701,2011
4301.02,Alameda,2194,2011
4302,Alameda,6556,2011
4303,Alameda,3764,2011
4304,Alameda,2048,2011
4305,Alameda,5761,2011
4306,Alameda,5840,2011
4307,Alameda,3519,2011
4308,Alameda,5333,2011
4309,Alameda,4593,2011
4310,Alameda,2957,2011
4311,Alameda,3040,2011
4312,Alameda,5350,2011
4321,Alameda,3676,2011
4322,Alameda,3466,2011
4323,Alameda,4155,2011
4324,Alameda,5905,2011
4325.01,Alameda,4876,2011
4325.02,Alameda,5395,2011
4326,Alameda,6422,2011
4327,Alameda,2254,2011
4328,Alameda,3145,2011
4330,Alameda,3395,2011
4331.02,Alameda,4036,2011
4331.03,Alameda,4007,2011
4331.04,Alameda,3371,2011
4332,Alameda,7245,2011
4333,Alameda,6729,2011
4334,Alameda,6628,2011
4335,Alameda,4421,2011
4336,Alameda,5569,2011
4337,Alameda,3234,2011
4338,Alameda,7814,2011
4339,Alameda,6253,2011
4340,Alameda,4968,2011
4351.02,Alameda,4109,2011
4351.03,Alameda,6308,2011
4351.04,Alameda,5183,2011
4352,Alameda,4278,2011
4353,Alameda,4741,2011
4354,Alameda,3960,2011
4355,Alameda,3310,2011
4356.01,Alameda,5157,2011
4356.02,Alameda,5251,2011
4357,Alameda,4343,2011
4358,Alameda,5546,2011
4359,Alameda,5316,2011
4360,Alameda,4702,2011
4361,Alameda,5166,2011
4362,Alameda,3804,2011
4363,Alameda,6814,2011
4364.01,Alameda,7664,2011
4364.02,Alameda,2926,2011
4365,Alameda,4449,2011
4366.01,Alameda,6462,2011
4366.02,Alameda,4941,2011
4367,Alameda,3459,2011
4368,Alameda,4035,2011
4369,Alameda,6403,2011
4370,Alameda,2774,2011
4371.01,Alameda,5893,2011
4371.02,Alameda,4971,2011
4372,Alameda,6360,2011
4373,Alameda,3098,2011
4374,Alameda,3446,2011
4375,Alameda,4235,2011
4376,Alameda,3663,2011
4377.01,Alameda,3748,2011
4377.02,Alameda,4635,2011
4378,Alameda,4324,2011
4379,Alameda,2428,2011
4380,Alameda,2707,2011
4381,Alameda,7667,2011
4382.01,Alameda,4433,2011
4382.03,Alameda,4296,2011
4382.04,Alameda,5819,2011
4383,Alameda,3867,2011
4384,Alameda,2196,2011
4401,Alameda,2313,2011
4402,Alameda,5547,2011
4403.01,Alameda,6912,2011
4403.04,Alameda,4655,2011
4403.05,Alameda,4027,2011
4403.06,Alameda,3864,2011
4403.07,Alameda,4106,2011
4403.08,Alameda,5951,2011
4403.31,Alameda,3170,2011
4403.32,Alameda,3333,2011
4403.33,Alameda,2681,2011
4403.34,Alameda,4515,2011
4403.35,Alameda,5651,2011
4403.36,Alameda,4766,2011
4411,Alameda,4301,2011
4412,Alameda,7042,2011
4413.01,Alameda,3150,2011
4413.02,Alameda,5299,2011
4414.01,Alameda,6390,2011
4414.02,Alameda,5090,2011
4415.01,Alameda,6558,2011
4415.03,Alameda,4694,2011
4415.21,Alameda,6083,2011
4415.22,Alameda,5196,2011
4415.23,Alameda,3803,2011
4415.24,Alameda,4066,2011
4416.01,Alameda,4859,2011
4416.02,Alameda,7182,2011
4417,Alameda,6825,2011
4418,Alameda,7075,2011
4419.21,Alameda,3827,2011
4419.23,Alameda,4696,2011
4419.24,Alameda,6143,2011
4419.25,Alameda,5805,2011
4419.26,Alameda,3514,2011
4419.27,Alameda,3580,2011
4420,Alameda,3269,2011
4421,Alameda,5131,2011
4422,Alameda,6471,2011
4423.01,Alameda,4412,2011
4423.02,Alameda,4946,2011
4424,Alameda,7188,2011
4425,Alameda,7097,2011
4426.01,Alameda,3594,2011
4426.02,Alameda,4949,2011
4427,Alameda,2833,2011
4428,Alameda,2802,2011
4429,Alameda,7173,2011
4430.01,Alameda,3438,2011
4430.02,Alameda,5525,2011
4431.02,Alameda,5389,2011
4431.03,Alameda,3951,2011
4431.04,Alameda,5604,2011
4431.05,Alameda,4984,2011
4432,Alameda,3817,2011
4433.01,Alameda,4044,2011
4433.21,Alameda,3406,2011
4433.22,Alameda,3105,2011
4441,Alameda,7166,2011
4442,Alameda,6285,2011
4443.01,Alameda,3880,2011
4443.02,Alameda,4835,2011
4444,Alameda,4906,2011
4445,Alameda,6432,2011
4446.01,Alameda,4824,2011
4446.02,Alameda,3994,2011
4501.01,Alameda,3872,2011
4501.02,Alameda,8538,2011
4502,Alameda,4369,2011
4503,Alameda,4207,2011
4504,Alameda,5941,2011
